Прибор: ;Hydra-L (04); ; Интервал: ;2024-06-20 00:00:00; / ;2024-06-20 23:45:00;
Date;BME280_temp;BME280_pressure;BME280_humidity;
2024-06-20 00:00:07;28.74;742.81;43.35;
2024-06-20 00:01:05;28.73;742.79;43.36;
2024-06-20 00:02:06;28.76;742.83;43.35;
2024-06-20 00:03:05;28.76;742.79;43.35;
2024-06-20 00:04:05;28.74;742.79;43.36;
2024-06-20 00:05:07;28.74;742.77;43.37;
2024-06-20 00:06:06;28.74;742.77;43.38;
2024-06-20 00:07:05;28.73;742.77;43.38;
2024-06-20 00:08:05;28.74;742.76;43.39;
2024-06-20 00:09:06;28.73;742.73;43.38;
2024-06-20 00:10:07;28.74;742.71;43.39;
2024-06-20 00:11:06;28.74;742.69;43.4;
2024-06-20 00:12:06;28.73;742.68;43.4;
2024-06-20 00:13:06;28.73;742.66;43.4;
2024-06-20 00:14:07;28.74;742.63;43.4;
2024-06-20 00:15:08;28.73;742.6;43.41;
2024-06-20 00:16:07;28.74;742.6;43.41;
2024-06-20 00:17:07;28.74;742.58;43.41;
2024-06-20 00:18:06;28.73;742.57;43.41;
2024-06-20 00:19:06;28.74;742.6;43.41;
2024-06-20 00:20:07;28.74;742.62;43.42;
2024-06-20 00:21:06;28.74;742.61;43.42;
2024-06-20 00:22:06;28.74;742.62;43.42;
2024-06-20 00:23:06;28.73;742.64;43.42;
2024-06-20 00:24:07;28.74;742.65;43.42;
2024-06-20 00:25:08;28.74;742.64;43.43;
2024-06-20 00:26:06;28.73;742.64;43.43;
2024-06-20 00:27:07;28.73;742.65;43.45;
2024-06-20 00:28:07;28.73;742.67;43.45;
2024-06-20 00:29:06;28.74;742.64;43.45;
2024-06-20 00:30:08;28.72;742.61;43.44;
2024-06-20 00:31:07;28.73;742.61;43.46;
2024-06-20 00:32:07;28.73;742.59;43.46;
2024-06-20 00:33:07;28.73;742.6;43.47;
2024-06-20 00:34:07;28.73;742.56;43.47;
2024-06-20 00:35:08;28.73;742.57;43.47;
2024-06-20 00:36:07;28.71;742.57;43.48;
2024-06-20 00:37:08;28.72;742.55;43.48;
2024-06-20 00:38:07;28.74;742.53;43.48;
2024-06-20 00:39:08;28.72;742.51;43.48;
2024-06-20 00:40:09;28.72;742.48;43.49;
2024-06-20 00:41:07;28.72;742.46;43.49;
2024-06-20 00:42:07;28.72;742.49;43.49;
2024-06-20 00:43:08;28.71;742.45;43.5;
2024-06-20 00:44:08;28.72;742.44;43.5;
2024-06-20 00:45:09;28.71;742.44;43.5;
2024-06-20 00:46:08;28.71;742.48;43.51;
2024-06-20 00:47:08;28.7;742.46;43.51;
2024-06-20 00:48:08;28.7;742.41;43.51;
2024-06-20 00:49:08;28.69;742.38;43.52;
2024-06-20 00:50:08;28.7;742.39;43.52;
2024-06-20 00:51:08;28.71;742.37;43.52;
2024-06-20 00:52:10;28.7;742.36;43.54;
2024-06-20 00:53:08;28.7;742.38;43.54;
2024-06-20 00:54:08;28.69;742.34;43.54;
2024-06-20 00:55:10;28.7;742.31;43.55;
2024-06-20 00:56:10;28.69;742.3;43.56;
2024-06-20 00:57:10;28.69;742.32;43.55;
2024-06-20 00:58:08;28.69;742.31;43.56;
2024-06-20 00:59:08;28.68;742.29;43.56;
2024-06-20 01:00:11;28.69;742.31;43.56;
2024-06-20 01:01:09;28.7;742.3;43.56;
2024-06-20 01:02:09;28.69;742.26;43.56;
2024-06-20 01:03:09;28.69;742.18;43.57;
2024-06-20 01:04:09;28.69;742.22;43.58;
2024-06-20 01:05:10;28.69;742.25;43.57;
2024-06-20 01:06:09;28.69;742.26;43.58;
2024-06-20 01:07:09;28.67;742.3;43.59;
2024-06-20 01:08:09;28.68;742.27;43.59;
2024-06-20 01:09:10;28.68;742.29;43.59;
2024-06-20 01:10:11;28.69;742.29;43.6;
2024-06-20 01:11:09;28.68;742.28;43.6;
2024-06-20 01:12:09;28.68;742.3;43.6;
2024-06-20 01:13:10;28.69;742.31;43.62;
2024-06-20 01:14:10;28.69;742.3;43.6;
2024-06-20 01:15:11;28.69;742.27;43.6;
2024-06-20 01:16:10;28.68;742.28;43.62;
2024-06-20 01:17:10;28.68;742.31;43.62;
2024-06-20 01:18:11;28.68;742.27;43.62;
2024-06-20 01:19:10;28.7;742.29;43.62;
2024-06-20 01:20:12;28.69;742.36;43.63;
2024-06-20 01:21:09;28.69;742.26;43.63;
2024-06-20 01:22:10;28.69;742.25;43.63;
2024-06-20 01:23:10;28.7;742.28;43.63;
2024-06-20 01:24:11;28.69;742.27;43.63;
2024-06-20 01:25:12;28.69;742.27;43.64;
2024-06-20 01:26:11;28.69;742.21;43.64;
2024-06-20 01:27:11;28.71;742.25;43.64;
2024-06-20 01:28:12;28.69;742.25;43.65;
2024-06-20 01:29:12;28.69;742.2;43.65;
2024-06-20 01:30:14;28.68;742.2;43.65;
2024-06-20 01:31:11;28.68;742.18;43.66;
2024-06-20 01:32:11;28.69;742.17;43.65;
2024-06-20 01:33:11;28.68;742.22;43.66;
2024-06-20 01:34:12;28.69;742.18;43.66;
2024-06-20 01:35:13;28.68;742.16;43.66;
2024-06-20 01:36:11;28.68;742.15;43.66;
2024-06-20 01:37:11;28.67;742.12;43.66;
2024-06-20 01:38:12;28.67;742.09;43.67;
2024-06-20 01:39:12;28.66;742.07;43.67;
2024-06-20 01:40:13;28.65;741.99;43.68;
2024-06-20 01:41:12;28.66;741.99;43.68;
2024-06-20 01:42:12;28.66;741.95;43.68;
2024-06-20 01:43:13;28.65;741.91;43.68;
2024-06-20 01:44:13;28.65;741.89;43.69;
2024-06-20 01:45:13;28.65;741.92;43.69;
2024-06-20 01:46:13;28.66;741.88;43.7;
2024-06-20 01:47:12;28.64;741.9;43.71;
2024-06-20 01:48:13;28.64;741.88;43.71;
2024-06-20 01:49:12;28.67;741.83;43.71;
2024-06-20 01:50:12;28.64;741.8;43.72;
2024-06-20 01:51:13;28.63;741.8;43.72;
2024-06-20 01:52:13;28.65;741.81;43.73;
2024-06-20 01:53:13;28.63;741.8;43.74;
2024-06-20 01:54:13;28.63;741.82;43.74;
2024-06-20 01:55:14;28.64;741.77;43.74;
2024-06-20 01:56:13;28.62;741.75;43.75;
2024-06-20 01:57:14;28.63;741.75;43.75;
2024-06-20 01:58:13;28.64;741.72;43.75;
2024-06-20 01:59:13;28.63;741.72;43.77;
2024-06-20 02:00:13;28.64;741.74;43.76;
2024-06-20 02:01:14;28.63;741.76;43.76;
2024-06-20 02:02:13;28.66;741.76;43.78;
2024-06-20 02:03:13;28.64;741.72;43.78;
2024-06-20 02:04:13;28.63;741.75;43.79;
2024-06-20 02:05:14;28.62;741.74;43.79;
2024-06-20 02:06:14;28.63;741.73;43.79;
2024-06-20 02:07:13;28.64;741.71;43.79;
2024-06-20 02:08:13;28.63;741.69;43.8;
2024-06-20 02:09:14;28.63;741.72;43.8;
2024-06-20 02:10:14;28.63;741.67;43.8;
2024-06-20 02:11:14;28.63;741.67;43.81;
2024-06-20 02:12:14;28.63;741.68;43.81;
2024-06-20 02:13:14;28.62;741.65;43.81;
2024-06-20 02:14:15;28.62;741.68;43.82;
2024-06-20 02:15:15;28.62;741.61;43.82;
2024-06-20 02:16:14;28.62;741.65;43.82;
2024-06-20 02:17:14;28.62;741.64;43.83;
2024-06-20 02:18:14;28.62;741.6;43.83;
2024-06-20 02:19:15;28.63;741.61;43.84;
2024-06-20 02:20:14;28.62;741.6;43.84;
2024-06-20 02:21:15;28.61;741.59;43.84;
2024-06-20 02:22:15;28.62;741.66;43.86;
2024-06-20 02:23:15;28.61;741.59;43.85;
2024-06-20 02:24:14;28.64;741.59;43.86;
2024-06-20 02:25:14;28.62;741.59;43.86;
2024-06-20 02:26:14;28.62;741.6;43.86;
2024-06-20 02:27:15;28.61;741.6;43.87;
2024-06-20 02:28:14;28.62;741.57;43.87;
2024-06-20 02:29:15;28.63;741.57;43.87;
2024-06-20 02:30:14;28.63;741.55;43.87;
2024-06-20 02:31:15;28.62;741.57;43.88;
2024-06-20 02:32:16;28.62;741.6;43.88;
2024-06-20 02:33:15;28.62;741.54;43.88;
2024-06-20 02:34:15;28.62;741.55;43.89;
2024-06-20 02:35:15;28.63;741.55;43.89;
2024-06-20 02:36:16;28.62;741.56;43.9;
2024-06-20 02:37:16;28.64;741.54;43.89;
2024-06-20 02:38:16;28.61;741.55;43.9;
2024-06-20 02:39:16;28.61;741.5;43.9;
2024-06-20 02:40:17;28.61;741.59;43.91;
2024-06-20 02:41:16;28.61;741.55;43.91;
2024-06-20 02:42:17;28.61;741.56;43.92;
2024-06-20 02:43:16;28.6;741.51;43.92;
2024-06-20 02:44:17;28.61;741.48;43.94;
2024-06-20 02:45:17;28.59;741.51;43.93;
2024-06-20 02:46:16;28.59;741.51;43.93;
2024-06-20 02:47:17;28.61;741.45;43.94;
2024-06-20 02:48:16;28.6;741.44;43.95;
2024-06-20 02:49:17;28.62;741.47;43.95;
2024-06-20 02:50:17;28.6;741.47;43.95;
2024-06-20 02:51:16;28.6;741.43;43.96;
2024-06-20 02:52:17;28.61;741.4;43.96;
2024-06-20 02:53:17;28.59;741.41;43.97;
2024-06-20 02:54:18;28.59;741.43;43.97;
2024-06-20 02:55:18;28.59;741.4;43.97;
2024-06-20 02:56:18;28.6;741.4;43.97;
2024-06-20 02:57:18;28.59;741.33;43.98;
2024-06-20 02:58:17;28.58;741.31;43.98;
2024-06-20 02:59:17;28.6;741.33;43.98;
2024-06-20 03:00:17;28.59;741.34;43.99;
2024-06-20 03:01:17;28.59;741.35;43.99;
2024-06-20 03:02:18;28.59;741.34;44;
2024-06-20 03:03:19;28.61;741.37;44;
2024-06-20 03:04:18;28.58;741.34;44;
2024-06-20 03:05:18;28.6;741.3;44;
2024-06-20 03:06:18;28.59;741.29;44.02;
2024-06-20 03:07:17;28.59;741.29;44.02;
2024-06-20 03:08:18;28.58;741.34;44.03;
2024-06-20 03:09:18;28.57;741.29;44.03;
2024-06-20 03:10:19;28.57;741.25;44.04;
2024-06-20 03:11:19;28.57;741.22;44.04;
2024-06-20 03:12:19;28.57;741.23;44.03;
2024-06-20 03:13:19;28.57;741.17;44.05;
2024-06-20 03:14:20;28.58;741.16;44.05;
2024-06-20 03:15:19;28.57;741.16;44.05;
2024-06-20 03:16:18;28.57;741.19;44.05;
2024-06-20 03:17:19;28.58;741.14;44.05;
2024-06-20 03:18:18;28.57;741.14;44.06;
2024-06-20 03:19:19;28.58;741.15;44.06;
2024-06-20 03:20:18;28.59;741.09;44.06;
2024-06-20 03:21:19;28.57;741.07;44.07;
2024-06-20 03:22:20;28.55;741.05;44.08;
2024-06-20 03:23:19;28.55;741.02;44.08;
2024-06-20 03:24:19;28.57;741.04;44.08;
2024-06-20 03:25:19;28.56;741.04;44.09;
2024-06-20 03:26:19;28.55;741;44.09;
2024-06-20 03:27:19;28.55;740.99;44.09;
2024-06-20 03:28:19;28.55;741.01;44.11;
2024-06-20 03:29:19;28.56;741.01;44.11;
2024-06-20 03:30:20;28.56;740.99;44.12;
2024-06-20 03:31:19;28.55;741;44.12;
2024-06-20 03:32:20;28.55;740.94;44.12;
2024-06-20 03:33:21;28.55;740.95;44.13;
2024-06-20 03:34:21;28.54;740.91;44.13;
2024-06-20 03:35:21;28.55;740.93;44.14;
2024-06-20 03:36:20;28.55;740.92;44.14;
2024-06-20 03:37:20;28.56;740.92;44.13;
2024-06-20 03:38:20;28.56;740.91;44.14;
2024-06-20 03:39:20;28.55;740.88;44.15;
2024-06-20 03:40:21;28.55;740.83;44.15;
2024-06-20 03:41:20;28.55;740.84;44.15;
2024-06-20 03:42:20;28.56;740.83;44.15;
2024-06-20 03:43:20;28.55;740.83;44.15;
2024-06-20 03:44:20;28.56;740.83;44.16;
2024-06-20 03:45:21;28.55;740.82;44.16;
2024-06-20 03:46:22;28.54;740.77;44.16;
2024-06-20 03:47:20;28.55;740.78;44.16;
2024-06-20 03:48:22;28.55;740.79;44.16;
2024-06-20 03:49:21;28.55;740.8;44.18;
2024-06-20 03:50:22;28.55;740.8;44.17;
2024-06-20 03:51:22;28.54;740.77;44.17;
2024-06-20 03:52:20;28.54;740.79;44.19;
2024-06-20 03:53:21;28.55;740.79;44.19;
2024-06-20 03:54:21;28.55;740.76;44.2;
2024-06-20 03:55:21;28.54;740.74;44.2;
2024-06-20 03:56:21;28.55;740.74;44.2;
2024-06-20 03:57:21;28.55;740.77;44.21;
2024-06-20 03:58:22;28.55;740.74;44.2;
2024-06-20 03:59:21;28.55;740.72;44.21;
2024-06-20 04:00:20;28.54;740.71;44.21;
2024-06-20 04:01:21;28.54;740.73;44.21;
2024-06-20 04:02:21;28.55;740.72;44.22;
2024-06-20 04:03:21;28.54;740.72;44.22;
2024-06-20 04:04:21;28.54;740.71;44.22;
2024-06-20 04:05:21;28.54;740.69;44.22;
2024-06-20 04:06:22;28.54;740.69;44.23;
2024-06-20 04:07:21;28.54;740.67;44.23;
2024-06-20 04:08:21;28.54;740.67;44.23;
2024-06-20 04:09:22;28.54;740.66;44.25;
2024-06-20 04:10:23;28.53;740.67;44.24;
2024-06-20 04:11:22;28.53;740.66;44.24;
2024-06-20 04:12:21;28.54;740.65;44.26;
2024-06-20 04:13:22;28.54;740.62;44.24;
2024-06-20 04:14:22;28.54;740.64;44.26;
2024-06-20 04:15:22;28.54;740.63;44.27;
2024-06-20 04:16:22;28.54;740.62;44.27;
2024-06-20 04:17:22;28.54;740.61;44.27;
2024-06-20 04:18:22;28.54;740.6;44.27;
2024-06-20 04:19:22;28.54;740.56;44.27;
2024-06-20 04:20:22;28.54;740.56;44.27;
2024-06-20 04:21:22;28.53;740.52;44.28;
2024-06-20 04:22:22;28.54;740.53;44.28;
2024-06-20 04:23:22;28.54;740.53;44.28;
2024-06-20 04:24:23;28.53;740.51;44.28;
2024-06-20 04:25:22;28.53;740.5;44.29;
2024-06-20 04:26:22;28.52;740.48;44.29;
2024-06-20 04:27:24;28.53;740.5;44.29;
2024-06-20 04:28:22;28.54;740.48;44.29;
2024-06-20 04:29:23;28.52;740.45;44.29;
2024-06-20 04:30:22;28.53;740.46;44.3;
2024-06-20 04:31:22;28.52;740.46;44.3;
2024-06-20 04:32:23;28.51;740.46;44.31;
2024-06-20 04:33:23;28.52;740.46;44.31;
2024-06-20 04:34:23;28.52;740.48;44.31;
2024-06-20 04:35:23;28.51;740.49;44.31;
2024-06-20 04:36:23;28.51;740.51;44.32;
2024-06-20 04:37:23;28.5;740.49;44.33;
2024-06-20 04:38:23;28.51;740.48;44.33;
2024-06-20 04:39:23;28.51;740.51;44.33;
2024-06-20 04:40:23;28.51;740.48;44.33;
2024-06-20 04:41:23;28.5;740.48;44.34;
2024-06-20 04:42:23;28.5;740.47;44.35;
2024-06-20 04:43:23;28.51;740.47;44.35;
2024-06-20 04:44:25;28.51;740.42;44.35;
2024-06-20 04:45:24;28.5;740.43;44.36;
2024-06-20 04:46:24;28.5;740.38;44.36;
2024-06-20 04:47:24;28.51;740.36;44.36;
2024-06-20 04:48:24;28.52;740.36;44.36;
2024-06-20 04:49:24;28.5;740.38;44.37;
2024-06-20 04:50:24;28.51;740.34;44.37;
2024-06-20 04:51:24;28.51;740.34;44.37;
2024-06-20 04:52:24;28.49;740.29;44.38;
2024-06-20 04:53:25;28.51;740.3;44.37;
2024-06-20 04:54:24;28.51;740.3;44.38;
2024-06-20 04:55:24;28.49;740.29;44.39;
2024-06-20 04:56:24;28.51;740.28;44.38;
2024-06-20 04:57:24;28.5;740.3;44.39;
2024-06-20 04:58:24;28.5;740.31;44.4;
2024-06-20 04:59:24;28.49;740.27;44.4;
2024-06-20 05:00:24;28.49;740.29;44.4;
2024-06-20 05:01:25;28.48;740.28;44.4;
2024-06-20 05:02:25;28.49;740.29;44.42;
2024-06-20 05:03:25;28.49;740.29;44.42;
2024-06-20 05:04:25;28.49;740.25;44.42;
2024-06-20 05:05:25;28.49;740.25;44.42;
2024-06-20 05:06:25;28.48;740.25;44.41;
2024-06-20 05:07:25;28.49;740.23;44.43;
2024-06-20 05:08:25;28.49;740.27;44.43;
2024-06-20 05:09:25;28.48;740.2;44.43;
2024-06-20 05:10:25;28.48;740.2;44.44;
2024-06-20 05:11:25;28.48;740.21;44.45;
2024-06-20 05:12:25;28.48;740.19;44.45;
2024-06-20 05:13:25;28.48;740.19;44.45;
2024-06-20 05:14:25;28.48;740.18;44.45;
2024-06-20 05:15:25;28.48;740.19;44.45;
2024-06-20 05:16:25;28.49;740.21;44.46;
2024-06-20 05:17:25;28.48;740.2;44.46;
2024-06-20 05:18:25;28.48;740.2;44.46;
2024-06-20 05:19:25;28.48;740.21;44.46;
