Прибор: ;Hydra-L (05); ; Интервал: ;2024-03-25 00:00:00; / ;2024-03-25 23:45:00;
Date;weather_temp;weather_pressure;weather_humidity;
2024-03-25 00:00:42;25.3;732.24;23.85;
2024-03-25 00:01:41;25.37;732.29;23.77;
2024-03-25 00:02:41;25.38;732.28;23.73;
2024-03-25 00:03:41;25.39;732.27;23.7;
2024-03-25 00:04:44;25.4;732.25;23.7;
2024-03-25 00:05:41;25.47;732.24;23.63;
2024-03-25 00:06:41;25.46;732.2;23.62;
2024-03-25 00:07:42;25.49;732.19;23.58;
2024-03-25 00:08:43;25.52;732.21;23.56;
2024-03-25 00:09:43;25.51;732.23;23.58;
2024-03-25 00:10:42;25.5;732.21;23.58;
2024-03-25 00:11:43;25.52;732.19;23.57;
2024-03-25 00:12:42;25.52;732.18;23.56;
2024-03-25 00:13:44;25.5;732.17;23.57;
2024-03-25 00:14:49;25.51;732.18;23.57;
2024-03-25 00:15:43;25.52;732.17;23.57;
2024-03-25 00:16:44;25.51;732.21;23.56;
2024-03-25 00:17:44;25.52;732.23;23.57;
2024-03-25 00:18:43;25.52;732.25;23.55;
2024-03-25 00:19:42;25.47;732.25;23.61;
2024-03-25 00:20:42;25.51;732.26;23.59;
2024-03-25 00:21:42;25.44;732.26;23.66;
2024-03-25 00:22:42;25.37;732.23;23.77;
2024-03-25 00:23:42;25.41;732.23;23.73;
2024-03-25 00:24:43;25.39;732.18;23.77;
2024-03-25 00:25:43;25.38;732.11;23.77;
2024-03-25 00:26:43;25.36;732.07;23.8;
2024-03-25 00:27:43;25.33;732.04;23.84;
2024-03-25 00:28:43;25.33;732.05;23.84;
2024-03-25 00:29:43;25.3;732.02;23.87;
2024-03-25 00:30:43;25.28;732.05;23.89;
2024-03-25 00:31:43;25.3;732.03;23.88;
2024-03-25 00:32:43;25.29;732.06;23.88;
2024-03-25 00:33:44;25.27;732.11;23.92;
2024-03-25 00:34:43;25.25;732.11;23.94;
2024-03-25 00:35:43;25.27;732.12;23.93;
2024-03-25 00:36:43;25.23;732.09;23.97;
2024-03-25 00:37:44;25.23;732.11;23.97;
2024-03-25 00:38:44;25.23;732.14;23.97;
2024-03-25 00:39:45;25.22;732.14;24;
2024-03-25 00:40:45;25.21;732.13;23.97;
2024-03-25 00:41:44;25.2;732.12;24;
2024-03-25 00:42:44;25.2;732.1;23.98;
2024-03-25 00:43:44;25.19;732.06;24.01;
2024-03-25 00:44:44;25.22;732.05;23.98;
2024-03-25 00:45:44;25.19;732.02;24.01;
2024-03-25 00:46:44;25.15;732.01;24.03;
2024-03-25 00:47:44;25.19;731.97;24.02;
2024-03-25 00:48:44;25.2;731.96;24;
2024-03-25 00:49:44;25.19;731.96;23.98;
2024-03-25 00:50:44;25.17;731.99;24.02;
2024-03-25 00:51:44;25.18;732.02;24;
2024-03-25 00:52:44;25.14;732.01;24.06;
2024-03-25 00:53:44;25.18;732.03;24.02;
2024-03-25 00:54:44;25.17;732.06;24.04;
2024-03-25 00:55:44;25.13;732.04;24.07;
2024-03-25 00:56:44;25.15;732.05;24.06;
2024-03-25 00:57:45;25.14;732.05;24.06;
2024-03-25 00:58:45;25.16;732.05;24.04;
2024-03-25 00:59:45;25.14;732.04;24.06;
2024-03-25 01:00:45;25.14;732.04;24.08;
2024-03-25 01:01:46;25.12;732.04;24.11;
2024-03-25 01:02:46;25.15;732.01;24.1;
2024-03-25 01:03:45;25.16;731.98;24.05;
2024-03-25 01:04:46;25.2;731.97;24.02;
2024-03-25 01:05:47;25.22;731.94;23.97;
2024-03-25 01:06:46;25.23;731.93;23.96;
2024-03-25 01:07:45;25.21;731.94;23.97;
2024-03-25 01:08:46;25.25;731.96;23.95;
2024-03-25 01:09:46;25.25;731.94;23.94;
2024-03-25 01:10:46;25.2;731.95;24.03;
2024-03-25 01:11:47;25.22;731.95;23.98;
2024-03-25 01:12:46;25.25;731.93;23.96;
2024-03-25 01:13:46;25.27;731.91;23.92;
2024-03-25 01:14:47;25.3;731.93;23.9;
2024-03-25 01:15:47;25.35;731.91;23.84;
2024-03-25 01:16:47;25.38;731.92;23.79;
2024-03-25 01:17:47;25.37;731.96;23.78;
2024-03-25 01:18:46;25.4;731.98;23.76;
2024-03-25 01:19:47;25.42;732.04;23.73;
2024-03-25 01:20:47;25.42;732.02;23.74;
2024-03-25 01:21:47;25.48;732.04;23.67;
2024-03-25 01:22:47;25.48;732.09;23.65;
2024-03-25 01:23:48;25.5;732.13;23.65;
2024-03-25 01:24:47;25.49;732.14;23.68;
2024-03-25 01:25:48;25.49;732.16;23.65;
2024-03-25 01:26:49;25.53;732.16;23.63;
2024-03-25 01:27:48;25.5;732.15;23.64;
2024-03-25 01:28:51;25.51;732.18;23.62;
2024-03-25 01:29:50;25.5;732.16;23.63;
2024-03-25 01:30:47;25.47;732.17;23.65;
2024-03-25 01:31:48;25.49;732.18;23.64;
2024-03-25 01:32:49;25.46;732.2;23.69;
2024-03-25 01:33:49;25.48;732.19;23.66;
2024-03-25 01:34:49;25.46;732.23;23.69;
2024-03-25 01:35:48;25.44;732.23;23.73;
2024-03-25 01:36:48;25.43;732.22;23.76;
2024-03-25 01:37:49;25.41;732.22;23.76;
2024-03-25 01:38:47;25.39;732.24;23.78;
2024-03-25 01:39:49;25.37;732.24;23.82;
2024-03-25 01:40:48;25.4;732.22;23.82;
2024-03-25 01:41:48;25.36;732.24;23.83;
2024-03-25 01:42:47;25.36;732.22;23.83;
2024-03-25 01:43:48;25.3;732.23;23.93;
2024-03-25 01:44:48;25.31;732.22;23.9;
2024-03-25 01:45:48;25.28;732.23;23.95;
2024-03-25 01:46:50;25.28;732.26;23.95;
2024-03-25 01:47:49;25.26;732.27;23.96;
2024-03-25 01:48:48;25.25;732.3;23.99;
2024-03-25 01:49:48;25.25;732.32;24;
2024-03-25 01:50:50;25.23;732.33;24.02;
2024-03-25 01:51:48;25.24;732.3;23.99;
2024-03-25 01:52:49;25.24;732.29;24;
2024-03-25 01:53:50;25.24;732.27;24.02;
2024-03-25 01:54:51;25.28;732.29;23.98;
2024-03-25 01:55:50;25.19;732.28;24.05;
2024-03-25 01:56:50;25.24;732.3;24.03;
2024-03-25 01:57:50;25.21;732.3;24.05;
2024-03-25 01:58:53;25.24;732.31;24.02;
2024-03-25 01:59:51;25.18;732.28;24.09;
2024-03-25 02:00:49;25.17;732.31;24.1;
2024-03-25 02:01:50;25.16;732.28;24.11;
2024-03-25 02:02:49;25.17;732.25;24.11;
2024-03-25 02:03:49;25.15;732.24;24.12;
2024-03-25 02:04:49;25.16;732.25;24.11;
2024-03-25 02:05:49;25.15;732.3;24.11;
2024-03-25 02:06:50;25.13;732.31;24.13;
2024-03-25 02:07:50;25.16;732.27;24.11;
2024-03-25 02:08:51;25.15;732.27;24.11;
2024-03-25 02:09:51;25.19;732.26;24.1;
2024-03-25 02:10:50;25.16;732.24;24.1;
2024-03-25 02:11:50;25.14;732.24;24.13;
2024-03-25 02:12:50;25.14;732.25;24.11;
2024-03-25 02:13:52;25.12;732.3;24.15;
2024-03-25 02:14:52;25.13;732.29;24.14;
2024-03-25 02:15:50;25.14;732.29;24.13;
2024-03-25 02:16:52;25.17;732.33;24.11;
2024-03-25 02:17:51;25.14;732.35;24.13;
2024-03-25 02:18:50;25.2;732.36;24.1;
2024-03-25 02:19:50;25.17;732.34;24.11;
2024-03-25 02:20:50;25.18;732.3;24.1;
2024-03-25 02:21:52;25.22;732.27;24.04;
2024-03-25 02:22:51;25.24;732.29;24.03;
2024-03-25 02:23:50;25.23;732.26;24.04;
2024-03-25 02:24:50;25.29;732.31;23.98;
2024-03-25 02:25:51;25.3;732.33;23.95;
2024-03-25 02:26:51;25.27;732.37;24;
2024-03-25 02:27:52;25.3;732.37;23.95;
2024-03-25 02:28:51;25.32;732.4;23.94;
2024-03-25 02:29:51;25.36;732.41;23.89;
2024-03-25 02:30:53;25.39;732.45;23.84;
2024-03-25 02:31:51;25.39;732.46;23.84;
2024-03-25 02:32:51;25.43;732.48;23.8;
2024-03-25 02:33:52;25.43;732.5;23.8;
2024-03-25 02:34:51;25.48;732.52;23.77;
2024-03-25 02:35:53;25.44;732.54;23.77;
2024-03-25 02:36:53;25.46;732.56;23.79;
2024-03-25 02:37:53;25.44;732.57;23.78;
2024-03-25 02:38:53;25.49;732.65;23.75;
2024-03-25 02:39:52;25.47;732.7;23.75;
2024-03-25 02:40:52;25.46;732.77;23.78;
2024-03-25 02:41:52;25.36;732.78;23.9;
2024-03-25 02:42:53;25.4;732.81;23.87;
2024-03-25 02:43:52;25.4;732.85;23.89;
2024-03-25 02:44:52;25.34;732.87;23.94;
2024-03-25 02:45:52;25.38;732.93;23.9;
2024-03-25 02:46:52;25.33;732.9;23.94;
2024-03-25 02:47:52;25.39;732.92;23.9;
2024-03-25 02:48:52;25.38;732.95;23.92;
2024-03-25 02:49:52;25.38;732.93;23.92;
2024-03-25 02:50:52;25.35;732.99;23.93;
2024-03-25 02:51:52;25.32;733.01;24;
2024-03-25 02:52:55;25.3;733.05;24.02;
2024-03-25 02:53:53;25.33;733;24;
2024-03-25 02:54:54;25.3;733.04;24.04;
2024-03-25 02:55:53;25.31;733.09;24.05;
2024-03-25 02:56:53;25.25;733.1;24.09;
2024-03-25 02:57:53;25.26;733.06;24.06;
2024-03-25 02:58:55;25.27;733.12;24.07;
2024-03-25 02:59:54;25.23;733.09;24.1;
2024-03-25 03:00:55;25.22;733.12;24.12;
2024-03-25 03:01:55;25.21;733.09;24.13;
2024-03-25 03:02:55;25.21;733.09;24.15;
2024-03-25 03:03:54;25.19;733.13;24.16;
2024-03-25 03:04:53;25.2;733.19;24.18;
2024-03-25 03:05:53;25.19;733.22;24.14;
2024-03-25 03:06:55;25.19;733.22;24.16;
2024-03-25 03:07:54;25.18;733.22;24.18;
2024-03-25 03:08:53;25.18;733.22;24.18;
2024-03-25 03:09:54;25.18;733.29;24.18;
2024-03-25 03:10:54;25.16;733.33;24.19;
2024-03-25 03:11:54;25.13;733.29;24.22;
2024-03-25 03:12:55;25.15;733.32;24.22;
2024-03-25 03:13:54;25.18;733.36;24.21;
2024-03-25 03:14:55;25.13;733.38;24.25;
2024-03-25 03:15:55;25.14;733.38;24.24;
2024-03-25 03:16:56;25.14;733.37;24.25;
2024-03-25 03:17:55;25.11;733.39;24.25;
2024-03-25 03:18:56;25.11;733.42;24.25;
2024-03-25 03:19:55;25.15;733.42;24.21;
2024-03-25 03:20:56;25.13;733.45;24.24;
2024-03-25 03:21:57;25.14;733.48;24.24;
2024-03-25 03:22:57;25.16;733.48;24.19;
2024-03-25 03:23:57;25.12;733.48;24.24;
2024-03-25 03:24:55;25.13;733.49;24.26;
2024-03-25 03:25:55;25.11;733.5;24.25;
2024-03-25 03:26:55;25.16;733.55;24.21;
2024-03-25 03:27:56;25.13;733.57;24.22;
2024-03-25 03:28:57;25.16;733.61;24.21;
2024-03-25 03:29:56;25.15;733.63;24.21;
2024-03-25 03:30:56;25.13;733.63;24.22;
2024-03-25 03:31:56;25.17;733.6;24.2;
2024-03-25 03:32:56;25.18;733.65;24.18;
2024-03-25 03:33:57;25.18;733.65;24.16;
2024-03-25 03:34:58;25.22;733.66;24.14;
2024-03-25 03:35:57;25.2;733.67;24.15;
2024-03-25 03:36:57;25.22;733.62;24.12;
2024-03-25 03:37:57;25.23;733.59;24.11;
2024-03-25 03:38:58;25.27;733.63;24.08;
2024-03-25 03:39:57;25.3;733.61;24.04;
2024-03-25 03:40:58;25.29;733.66;24.03;
2024-03-25 03:41:57;25.35;733.66;23.97;
2024-03-25 03:42:57;25.36;733.68;23.93;
2024-03-25 03:43:57;25.4;733.69;23.89;
2024-03-25 03:44:58;25.42;733.72;23.87;
2024-03-25 03:45:57;25.41;733.72;23.87;
2024-03-25 03:46:57;25.41;733.72;23.87;
2024-03-25 03:47:57;25.43;733.77;23.83;
2024-03-25 03:48:58;25.46;733.79;23.82;
2024-03-25 03:49:57;25.46;733.79;23.8;
2024-03-25 03:50:57;25.46;733.86;23.81;
2024-03-25 03:51:57;25.45;733.83;23.81;
2024-03-25 03:52:57;25.42;733.85;23.84;
2024-03-25 03:53:57;25.46;733.82;23.81;
2024-03-25 03:54:58;25.49;733.81;23.78;
2024-03-25 03:55:58;25.46;733.86;23.81;
2024-03-25 03:56:59;25.42;733.87;23.84;
2024-03-25 03:57:58;25.41;733.9;23.87;
2024-03-25 03:58:59;25.31;733.93;23.98;
2024-03-25 04:00:00;25.34;733.94;23.97;
2024-03-25 04:00:58;25.3;733.94;24;
2024-03-25 04:01:58;25.33;733.99;23.98;
2024-03-25 04:02:58;25.34;733.98;23.96;
2024-03-25 04:03:58;25.31;733.97;24;
2024-03-25 04:04:58;25.32;733.98;23.98;
2024-03-25 04:05:58;25.31;733.96;23.99;
2024-03-25 04:06:58;25.28;734.05;24.03;
2024-03-25 04:07:58;25.27;734.07;24.03;
2024-03-25 04:08:58;25.3;734.03;24.02;
2024-03-25 04:09:58;25.29;734.09;24.01;
2024-03-25 04:10:58;25.27;734.04;24.03;
2024-03-25 04:11:58;25.24;734.04;24.05;
2024-03-25 04:12:58;25.21;734.09;24.1;
2024-03-25 04:13:58;25.2;734.1;24.1;
2024-03-25 04:14:59;25.16;734.08;24.14;
2024-03-25 04:15:59;25.14;734.1;24.18;
2024-03-25 04:16:59;25.16;734.11;24.16;
2024-03-25 04:17:59;25.16;734.15;24.16;
2024-03-25 04:18:59;25.14;734.17;24.18;
2024-03-25 04:20:00;25.17;734.19;24.16;
2024-03-25 04:20:59;25.16;734.19;24.16;
2024-03-25 04:22:00;25.12;734.2;24.2;
2024-03-25 04:23:00;25.14;734.19;24.19;
2024-03-25 04:24:00;25.12;734.21;24.21;
2024-03-25 04:25:01;25.11;734.21;24.23;
2024-03-25 04:26:04;25.12;734.2;24.2;
2024-03-25 04:27:01;25.11;734.27;24.21;
2024-03-25 04:27:59;25.12;734.27;24.21;
2024-03-25 04:28:59;25.09;734.33;24.22;
2024-03-25 04:29:59;25.07;734.34;24.24;
2024-03-25 04:31:00;25.1;734.37;24.22;
2024-03-25 04:32:00;25.08;734.37;24.23;
2024-03-25 04:33:00;25.1;734.38;24.21;
2024-03-25 04:34:00;25.09;734.4;24.21;
2024-03-25 04:35:00;25.08;734.41;24.22;
2024-03-25 04:36:00;25.06;734.38;24.24;
2024-03-25 04:37:00;25.09;734.34;24.21;
2024-03-25 04:38:00;25.14;734.38;24.15;
2024-03-25 04:39:00;25.14;734.36;24.15;
2024-03-25 04:40:00;25.13;734.39;24.17;
2024-03-25 04:41:00;25.15;734.35;24.12;
2024-03-25 04:42:00;25.19;734.34;24.08;
2024-03-25 04:43:01;25.16;734.33;24.12;
2024-03-25 04:44:01;25.12;734.3;24.15;
2024-03-25 04:45:01;25.19;734.29;24.1;
2024-03-25 04:46:01;25.16;734.31;24.11;
2024-03-25 04:47:03;25.17;734.33;24.1;
2024-03-25 04:48:01;25.24;734.31;24.01;
2024-03-25 04:49:02;25.25;734.34;23.97;
2024-03-25 04:50:03;25.24;734.36;24;
2024-03-25 04:51:03;25.29;734.36;23.93;
2024-03-25 04:52:02;25.3;734.38;23.9;
2024-03-25 04:53:06;25.32;734.39;23.87;
2024-03-25 04:54:03;25.36;734.44;23.84;
2024-03-25 04:55:06;25.37;734.4;23.81;
2024-03-25 04:56:02;25.36;734.43;23.83;
2024-03-25 04:57:02;25.39;734.45;23.78;
2024-03-25 04:58:02;25.41;734.5;23.76;
2024-03-25 04:59:02;25.41;734.46;23.76;
2024-03-25 05:00:03;25.42;734.44;23.75;
2024-03-25 05:01:02;25.4;734.44;23.77;
2024-03-25 05:02:02;25.41;734.5;23.76;
2024-03-25 05:03:02;25.42;734.49;23.74;
2024-03-25 05:04:02;25.4;734.47;23.76;
2024-03-25 05:05:03;25.38;734.52;23.78;
2024-03-25 05:06:02;25.41;734.57;23.76;
2024-03-25 05:07:02;25.41;734.59;23.75;
2024-03-25 05:08:02;25.42;734.61;23.75;
2024-03-25 05:09:02;25.41;734.58;23.76;
2024-03-25 05:10:03;25.34;734.54;23.84;
2024-03-25 05:11:03;25.33;734.59;23.86;
2024-03-25 05:12:03;25.33;734.56;23.87;
2024-03-25 05:13:03;25.29;734.58;23.89;
2024-03-25 05:14:03;25.28;734.62;23.92;
2024-03-25 05:15:06;25.29;734.63;23.92;
2024-03-25 05:16:03;25.26;734.62;23.95;
2024-03-25 05:17:04;25.27;734.62;23.94;
2024-03-25 05:18:03;25.23;734.65;23.97;
2024-03-25 05:19:09;25.22;734.69;24;
2024-03-25 05:20:05;25.23;734.71;23.97;
2024-03-25 05:21:03;25.19;734.73;24.02;
2024-03-25 05:22:04;25.18;734.69;24.05;
2024-03-25 05:23:04;25.16;734.66;24.05;
2024-03-25 05:24:04;25.14;734.69;24.08;
2024-03-25 05:25:04;25.13;734.69;24.1;
2024-03-25 05:26:04;25.14;734.7;24.06;
2024-03-25 05:27:04;25.13;734.75;24.07;
2024-03-25 05:28:04;25.14;734.79;24.08;
2024-03-25 05:29:04;25.12;734.77;24.09;
2024-03-25 05:30:05;25.12;734.83;24.1;
2024-03-25 05:31:04;25.12;734.81;24.08;
2024-03-25 05:32:04;25.12;734.82;24.08;
2024-03-25 05:33:04;25.12;734.83;24.09;
2024-03-25 05:34:04;25.1;734.83;24.11;
2024-03-25 05:35:07;25.14;734.87;24.07;
2024-03-25 05:36:04;25.1;734.87;24.09;
2024-03-25 05:37:05;25.09;734.87;24.12;
2024-03-25 05:38:04;25.11;734.91;24.12;
2024-03-25 05:39:04;25.11;734.91;24.11;
2024-03-25 05:40:08;25.09;734.89;24.13;
2024-03-25 05:41:05;25.07;734.87;24.14;
2024-03-25 05:42:05;25.07;734.9;24.14;
2024-03-25 05:43:05;25.06;734.9;24.15;
2024-03-25 05:44:05;25.09;734.94;24.12;
2024-03-25 05:45:07;25.07;734.94;24.14;
2024-03-25 05:46:06;25.07;734.99;24.13;
2024-03-25 05:47:07;25.1;735;24.13;
2024-03-25 05:48:07;25.07;735;24.14;
2024-03-25 05:49:05;25.09;734.99;24.12;
2024-03-25 05:50:06;25.09;735.01;24.09;
2024-03-25 05:51:06;25.08;735.01;24.09;
2024-03-25 05:52:06;25.11;735;24.06;
2024-03-25 05:53:06;25.11;735.01;24.07;
2024-03-25 05:54:06;25.09;735.03;24.07;
2024-03-25 05:55:07;25.08;735.03;24.09;
2024-03-25 05:56:06;25.1;735.06;24.09;
2024-03-25 05:57:06;25.09;735.05;24.07;
2024-03-25 05:58:06;25.15;735.11;24.03;
2024-03-25 05:59:06;25.21;735.12;23.93;
2024-03-25 06:00:07;25.21;735.17;23.94;
2024-03-25 06:01:06;25.21;735.19;23.93;
2024-03-25 06:02:07;25.25;735.21;23.88;
2024-03-25 06:03:07;25.3;735.22;23.84;
2024-03-25 06:04:07;25.29;735.26;23.81;
2024-03-25 06:05:09;25.35;735.29;23.76;
2024-03-25 06:06:07;25.34;735.3;23.76;
2024-03-25 06:07:07;25.38;735.29;23.71;
2024-03-25 06:08:08;25.4;735.29;23.68;
2024-03-25 06:09:07;25.4;735.33;23.68;
2024-03-25 06:10:07;25.38;735.34;23.7;
2024-03-25 06:11:07;25.36;735.38;23.72;
2024-03-25 06:12:07;25.38;735.4;23.7;
2024-03-25 06:13:07;25.38;735.38;23.7;
2024-03-25 06:14:07;25.38;735.39;23.69;
2024-03-25 06:15:08;25.35;735.44;23.72;
2024-03-25 06:16:07;25.31;735.43;23.78;
2024-03-25 06:17:07;25.34;735.46;23.75;
2024-03-25 06:18:07;25.33;735.47;23.77;
2024-03-25 06:19:07;25.28;735.45;23.82;
2024-03-25 06:20:08;25.29;735.51;23.83;
2024-03-25 06:21:07;25.26;735.52;23.86;
2024-03-25 06:22:08;25.28;735.5;23.85;
2024-03-25 06:23:08;25.22;735.49;23.9;
2024-03-25 06:24:08;25.24;735.49;23.9;
2024-03-25 06:25:08;25.24;735.51;23.88;
2024-03-25 06:26:08;25.25;735.54;23.88;
2024-03-25 06:27:08;25.25;735.58;23.86;
2024-03-25 06:28:08;25.23;735.53;23.89;
2024-03-25 06:29:08;25.25;735.54;23.88;
2024-03-25 06:30:09;25.24;735.53;23.86;
2024-03-25 06:31:08;25.23;735.54;23.88;
