Прибор: ;Hydra-L (05); ; Интервал: ;2024-09-05 00:00:00; / ;2024-09-05 23:45:00;
Date;BME280_temp;BME280_pressure;BME280_humidity;
2024-09-05 00:00:43;29.88;757.94;34.24;
2024-09-05 00:01:47;29.9;757.93;34.22;
2024-09-05 00:02:44;29.92;757.94;34.21;
2024-09-05 00:03:44;29.91;757.95;34.21;
2024-09-05 00:04:44;29.91;757.97;34.21;
2024-09-05 00:05:44;29.9;757.94;34.21;
2024-09-05 00:06:45;29.89;757.94;34.22;
2024-09-05 00:07:44;29.88;757.96;34.22;
2024-09-05 00:08:45;29.88;757.95;34.24;
2024-09-05 00:09:47;29.89;757.95;34.23;
2024-09-05 00:10:44;29.88;757.94;34.23;
2024-09-05 00:11:45;29.87;757.96;34.27;
2024-09-05 00:12:44;29.87;757.95;34.25;
2024-09-05 00:13:44;29.86;757.96;34.27;
2024-09-05 00:14:45;29.86;758;34.26;
2024-09-05 00:15:46;29.85;757.97;34.28;
2024-09-05 00:16:45;29.85;758.01;34.29;
2024-09-05 00:17:46;29.85;757.99;34.26;
2024-09-05 00:18:45;29.85;758.01;34.29;
2024-09-05 00:19:45;29.84;758.03;34.3;
2024-09-05 00:20:45;29.85;758.03;34.29;
2024-09-05 00:21:45;29.84;758.01;34.27;
2024-09-05 00:22:46;29.85;758.04;34.28;
2024-09-05 00:23:45;29.86;758.02;34.26;
2024-09-05 00:24:46;29.86;758.02;34.25;
2024-09-05 00:25:48;29.88;758.02;34.25;
2024-09-05 00:26:45;29.89;758.06;34.22;
2024-09-05 00:27:45;29.89;758.03;34.21;
2024-09-05 00:28:45;29.89;758.07;34.2;
2024-09-05 00:29:45;29.9;758.06;34.2;
2024-09-05 00:30:48;29.89;758.05;34.22;
2024-09-05 00:31:46;29.89;758.08;34.2;
2024-09-05 00:32:45;29.88;758.07;34.21;
2024-09-05 00:33:46;29.87;758.08;34.22;
2024-09-05 00:34:46;29.86;758.08;34.23;
2024-09-05 00:35:46;29.86;758.08;34.24;
2024-09-05 00:36:49;29.85;758.12;34.26;
2024-09-05 00:37:47;29.85;758.11;34.28;
2024-09-05 00:38:46;29.84;758.13;34.24;
2024-09-05 00:39:48;29.84;758.14;34.25;
2024-09-05 00:40:46;29.84;758.11;34.26;
2024-09-05 00:41:46;29.85;758.12;34.24;
2024-09-05 00:42:48;29.86;758.11;34.23;
2024-09-05 00:43:47;29.86;758.13;34.25;
2024-09-05 00:44:46;29.88;758.15;34.24;
2024-09-05 00:45:46;29.86;758.16;34.23;
2024-09-05 00:46:48;29.87;758.14;34.22;
2024-09-05 00:47:49;29.87;758.16;34.23;
2024-09-05 00:48:49;29.86;758.15;34.23;
2024-09-05 00:49:47;29.84;758.18;34.25;
2024-09-05 00:50:47;29.84;758.18;34.26;
2024-09-05 00:51:47;29.85;758.16;34.23;
2024-09-05 00:52:47;29.84;758.15;34.26;
2024-09-05 00:53:49;29.83;758.17;34.29;
2024-09-05 00:54:49;29.83;758.16;34.3;
2024-09-05 00:55:47;29.81;758.15;34.28;
2024-09-05 00:56:47;29.82;758.15;34.3;
2024-09-05 00:57:50;29.82;758.16;34.3;
2024-09-05 00:58:50;29.81;758.16;34.3;
2024-09-05 00:59:49;29.81;758.14;34.32;
