Прибор: ;Hydra-L (03); ; Интервал: ;2024-06-20 00:00:00; / ;2024-06-20 23:45:00;
Date;BME280_temp;BME280_pressure;BME280_humidity;
2024-06-20 00:00:13;28.03;742.88;44.71;
2024-06-20 00:01:12;28.03;742.86;44.81;
2024-06-20 00:02:12;28.03;742.85;44.81;
2024-06-20 00:03:12;28.04;742.82;44.83;
2024-06-20 00:04:12;28.03;742.83;44.77;
2024-06-20 00:05:12;28.02;742.82;44.83;
2024-06-20 00:06:12;28.03;742.81;44.84;
2024-06-20 00:07:12;28.04;742.81;44.86;
2024-06-20 00:08:13;28.04;742.81;44.79;
2024-06-20 00:09:13;28.04;742.78;44.85;
2024-06-20 00:10:13;28.04;742.75;44.86;
2024-06-20 00:11:13;28.04;742.72;44.9;
2024-06-20 00:12:13;28.03;742.68;44.86;
2024-06-20 00:13:13;28.03;742.67;44.85;
2024-06-20 00:14:13;28.04;742.65;44.86;
2024-06-20 00:15:13;28.03;742.61;44.87;
2024-06-20 00:16:13;28.04;742.63;44.84;
2024-06-20 00:17:13;28.04;742.62;44.85;
2024-06-20 00:18:13;28.05;742.63;44.85;
2024-06-20 00:19:13;28.04;742.62;44.86;
2024-06-20 00:20:14;28.04;742.6;44.86;
2024-06-20 00:21:13;28.04;742.67;44.84;
2024-06-20 00:22:14;28.04;742.65;44.86;
2024-06-20 00:23:14;28.04;742.65;44.86;
2024-06-20 00:24:14;28.04;742.65;44.84;
2024-06-20 00:25:14;28.04;742.64;44.84;
2024-06-20 00:26:14;28.03;742.66;44.79;
2024-06-20 00:27:14;28.03;742.66;44.81;
2024-06-20 00:28:14;28.03;742.69;44.85;
2024-06-20 00:29:14;28.03;742.67;44.83;
2024-06-20 00:30:14;28.03;742.66;44.85;
2024-06-20 00:31:14;28.02;742.64;44.85;
2024-06-20 00:32:14;28.02;742.64;44.82;
2024-06-20 00:33:14;28.03;742.64;44.85;
2024-06-20 00:34:15;28.02;742.61;44.81;
2024-06-20 00:35:15;28.02;742.6;44.77;
2024-06-20 00:36:15;28.01;742.58;44.77;
2024-06-20 00:37:14;28.01;742.56;44.78;
